"","study","taxon","phylum","common_name","number_of_populations","ecosystem","dispersal_mode","acclimation_time","source_population","latitude","longitude","life_history_stage","sex","acclimation_temperature_1","acclimation_temperature_2","measurement_level","thermal_limit_type","thermal_limit_1","thermal_limit_2","thermal_limit_error_type","thermal_limit_error_1","thermal_limit_error_2","n_1","n_2","max_temp","min_temp","mean_temp","temp_range","upper_lower","ARR"
"358","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,34,"individual","CTmin",-1.1,9.6,"std_dev",0,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.396296296296296
"359","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,22,"individual","CTmin",-1,2.9,"std_dev",0.41,0.73,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.39
"360","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,26,"individual","CTmin",-1,5.8,"std_dev",0.41,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.485714285714286
"361","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,32,"individual","CTmin",-1,7.7,"std_dev",0.41,0.47,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.435
"362","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,34,"individual","CTmin",-1,9.6,"std_dev",0.41,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.481818181818182
"363","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,26,"individual","CTmin",2.9,5.8,"std_dev",0.73,0.41,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.725
"364","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,32,"individual","CTmin",2.9,7.7,"std_dev",0.73,0.47,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.48
"365","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,34,"individual","CTmin",2.9,9.6,"std_dev",0.73,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.558333333333333
"366","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",26,32,"individual","CTmin",5.8,7.7,"std_dev",0.41,0.47,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.316666666666667
"367","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",26,34,"individual","CTmin",5.8,9.6,"std_dev",0.41,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.475
"368","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",32,34,"individual","CTmin",7.7,9.6,"std_dev",0.47,0.49,15,15,29.479265,13.438733,22.371168,16.040532,"lower",0.95
"369","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,7,"individual","CTmax",28.6,32,"std_dev",1.05,0.73,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.68
"370","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,12,"individual","CTmax",28.6,33.6,"std_dev",1.05,0.87,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.5
"371","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,22,"individual","CTmax",28.6,38.2,"std_dev",1.05,0.45,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.48
"372","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,26,"individual","CTmax",28.6,40.4,"std_dev",1.05,0.33,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.491666666666667
"373","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,32,"individual","CTmax",28.6,41.8,"std_dev",1.05,0.29,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.44
"374","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",2,34,"individual","CTmax",28.6,41.3,"std_dev",1.05,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.396875
"375","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,12,"individual","CTmax",32,33.6,"std_dev",0.73,0.87,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.32
"376","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,22,"individual","CTmax",32,38.2,"std_dev",0.73,0.45,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.413333333333333
"377","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,26,"individual","CTmax",32,40.4,"std_dev",0.73,0.33,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.442105263157895
"378","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,32,"individual","CTmax",32,41.8,"std_dev",0.73,0.29,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.392
"379","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",7,34,"individual","CTmax",32,41.3,"std_dev",0.73,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.344444444444444
"380","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,22,"individual","CTmax",33.6,38.2,"std_dev",0.87,0.45,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.46
"381","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,26,"individual","CTmax",33.6,40.4,"std_dev",0.87,0.33,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.485714285714285
"382","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,32,"individual","CTmax",33.6,41.8,"std_dev",0.87,0.29,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.41
"383","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",12,34,"individual","CTmax",33.6,41.3,"std_dev",0.87,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.35
"384","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,26,"individual","CTmax",38.2,40.4,"std_dev",0.45,0.33,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.549999999999999
"385","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,32,"individual","CTmax",38.2,41.8,"std_dev",0.45,0.29,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.359999999999999
"386","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",22,34,"individual","CTmax",38.2,41.3,"std_dev",0.45,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.258333333333333
"387","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",26,32,"individual","CTmax",40.4,41.8,"std_dev",0.33,0.29,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.233333333333333
"388","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",26,34,"individual","CTmax",40.4,41.3,"std_dev",0.33,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",0.1125
"389","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","NH",42.896804,-70.821065,"adult","uncertain",32,34,"individual","CTmax",41.8,41.3,"std_dev",0.29,0.71,15,15,20.139793,2.809211,11.043438,17.330582,"upper",-0.25
"390","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,7,"individual","CTmax",30.8,34.6,"std_dev",1.44,0.65,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.76
"391","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,12,"individual","CTmax",30.8,34.9,"std_dev",1.44,0.93,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.41
"392","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,22,"individual","CTmax",30.8,39.4,"std_dev",1.44,0.2,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.43
"393","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,26,"individual","CTmax",30.8,41.4,"std_dev",1.44,0.33,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.441666666666667
"394","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,32,"individual","CTmax",30.8,42.4,"std_dev",1.44,0.84,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.386666666666667
"395","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",2,34,"individual","CTmax",30.8,42.5,"std_dev",1.44,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.365625
"396","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,12,"individual","CTmax",34.6,34.9,"std_dev",0.65,0.93,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.0599999999999994
"397","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,22,"individual","CTmax",34.6,39.4,"std_dev",0.65,0.2,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.32
"398","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,26,"individual","CTmax",34.6,41.4,"std_dev",0.65,0.33,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.357894736842105
"399","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,32,"individual","CTmax",34.6,42.4,"std_dev",0.65,0.84,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.312
"400","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",7,34,"individual","CTmax",34.6,42.5,"std_dev",0.65,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.292592592592593
"401","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,22,"individual","CTmax",34.9,39.4,"std_dev",0.93,0.2,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.45
"402","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,26,"individual","CTmax",34.9,41.4,"std_dev",0.93,0.33,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.464285714285714
"403","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,32,"individual","CTmax",34.9,42.4,"std_dev",0.93,0.84,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.375
"404","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",12,34,"individual","CTmax",34.9,42.5,"std_dev",0.93,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.345454545454546
"405","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,26,"individual","CTmax",39.4,41.4,"std_dev",0.2,0.33,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.5
"406","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,32,"individual","CTmax",39.4,42.4,"std_dev",0.2,0.84,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.3
"407","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",22,34,"individual","CTmax",39.4,42.5,"std_dev",0.2,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.258333333333333
"408","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",26,32,"individual","CTmax",41.4,42.4,"std_dev",0.33,0.84,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.166666666666667
"409","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",26,34,"individual","CTmax",41.4,42.5,"std_dev",0.33,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.1375
"410","Fangue_et_al_2006","Fundulus_heteroclitus","Chordata","killfish",2,"ocean","direct","<1","GA",31.12527778,-81.436621,"adult","uncertain",32,34,"individual","CTmax",42.4,42.5,"std_dev",0.84,0.96,15,15,29.479265,13.438733,22.371168,16.040532,"upper",0.0500000000000007
"411","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Fourche",34.928639,-93.361688,"juvenile","uncertain",25,30,"population","CTmax",39.8,41.26,"std_err",0.12,0.16,5,5,32.54,0.06,16.52,32.48,"upper",0.292
"412","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Tupelo",31.426799,-91.455487,"juvenile","uncertain",25,30,"population","CTmax",39.8,41.12,"std_err",0.16,0.19,5,5,31.7,4.8,19.2,26.9,"upper",0.264
"413","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Rockefeller",29.702907,-92.745953,"juvenile","uncertain",25,30,"population","CTmax",39.7,41.44,"std_err",0.12,0.2,5,5,30.1,9.725,21,20.375,"upper",0.347999999999999
"414","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Fourche",34.928639,-93.361688,"juvenile","uncertain",25,35,"population","CTmax",39.8,43.9,"std_err",0.12,0.17,5,5,32.54,0.06,16.52,32.48,"upper",0.41
"415","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Tupelo",31.426799,-91.455487,"juvenile","uncertain",25,35,"population","CTmax",39.8,44.08,"std_err",0.16,0.18,5,5,31.7,4.8,19.2,26.9,"upper",0.428
"416","Fernando_et_al_2016","Atractosteus_spatula","Chordata","fish",3,"freshwater","uncertain","<1","Rockefeller",29.702907,-92.745953,"juvenile","uncertain",25,35,"population","CTmax",39.7,44.38,"std_err",0.12,0.12,5,5,30.1,9.725,21,20.375,"upper",0.468
"417","Healy_et_al_2019","Tigriopus_californicus","Arthropoda","copepod",10,"intertidal","planktonic","2+","San_Diego",32.744828,-117.255264,"adult","uncertain",20,25,"individual","CTmax",38.15,38.99256506,"std_err",0.541436464088399,0.691449814,16,16,28.3333333333333,10.2,18.3666666666667,18.1333333333333,"upper",0.168513012
"418","Healy_et_al_2019","Tigriopus_californicus","Arthropoda","copepod",10,"intertidal","planktonic","2+","Bird_Rock",32.814202,-117.273379,"adult","uncertain",20,25,"individual","CTmax",37.8625,38.95910781,"std_err",0.596685082872895,0.386740331491701,16,16,28.5,10.175,18.45,18.325,"upper",0.219321562
"419","Healy_et_al_2019","Tigriopus_californicus","Arthropoda","copepod",10,"intertidal","planktonic","2+","Santa_Cruz",36.949433,-122.046358,"adult","uncertain",20,25,"individual","CTmax",36.575,38.14900662,"std_err",0.653061224489804,0.846938775510203,16,15,22.14,7.8,14.48,14.34,"upper",0.314801324
"420","Healy_et_al_2019","Tigriopus_californicus","Arthropoda","copepod",10,"intertidal","planktonic","2+","Pescadero",37.259631,-122.414116,"adult","uncertain",20,25,"individual","CTmax",36.45,37.7019868,"std_err",1.1020408163265,0.387755102040799,16,15,20.475,8.4,14.075,12.075,"upper",0.250397359999999
"421","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Siena",43.31666667,11.31666667,"adult","uncertain",20,35.4,"individual","CTmax",38.11375212,38.70967742,"std_err",0.142614601,0.157894737,24,24,28.925,1.5,14.025,27.425,"upper",0.0386964480519479
"422","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Chorges",44.53333333,6.266666667,"adult","uncertain",20,35.4,"individual","CTmax",37.69609508,38.31239389,"std_err",0.14770798,0.188455009,24,24,24.225,-3.65,9.15,27.875,"upper",0.0400194032467535
"423","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Frankfurt",50.06666667,8.683333333,"adult","uncertain",20,35.4,"individual","CTmax",37.93039049,38.48556876,"std_err",0.213921902,0.188455009,24,24,23.88,-0.92,10.28,24.8,"upper",0.036050537012987
"424","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Hannover",52.31666667,9.916666667,"adult","uncertain",20,35.4,"individual","CTmax",37.76740238,38.33786078,"std_err",0.213921902,0.152801358,24,24,22.5375,-1.2,9.5,23.7375,"upper",0.0370427532467532
"425","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Hamburg",53.71666667,9.966666667,"adult","uncertain",20,35.4,"individual","CTmax",37.55348048,38.12393888,"std_err",0.152801358,0.127334465,24,24,21.625,-1.275,9.0125,22.9,"upper",0.0370427532467532
"426","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Mols",56.36666667,9.933333333,"adult","uncertain",20,35.4,"individual","CTmax",37.11035654,38.12903226,"std_err",0.157894737,0.132427844,24,24,19.625,-1.5125,8.15,21.1375,"upper",0.0661477740259743
"427","Jensen_et_al_2019","Orchesella_cincta","Arthropoda","springtail",7,"terrestrial","NA","2+","Skagen",57.633381,10.389655,"adult","uncertain",20,35.4,"individual","CTmax",36.79966044,37.81324278,"std_err",0.213921902,0.173174873,24,24,18.2,-0.5,8.3875,18.7,"upper",0.0658170350649355
"428","Kelley_et_al_2011","Carcinus_maenas","Arthropoda","Green_crab",2,"ocean","planktonic","<1","CA",37.907728,-122.6721,"adult","uncertain",6,23,"population","CTmax",34.7,36.2,"std_err",0.62,0.28,15,15,17.140863,9.913499,12.333989,7.227364,"upper",0.0882352941176471
"429","Kelley_et_al_2011","Carcinus_maenas","Arthropoda","Green_crab",2,"ocean","planktonic","<1","BC",49.038333,-125.203333,"adult","uncertain",6,23,"population","CTmax",31.7,35.5,"std_err",0.67,0.23,15,15,14.94532,6.863964,10.689245,8.081356,"upper",0.223529411764706
"430","Manis_and_Claussen_1986","Rana_sylvatica","Chordata","frog",5,"terrestrial","direct","1","Kentucky",37.56666667,-84.3,"larvae","uncertain",15,20,"population","CTmax",27.3,36.7,"CI",1.2,0.3,10,10,28.9,-2.275,13.525,31.175,"upper",1.88
"431","Manis_and_Claussen_1986","Rana_sylvatica","Chordata","frog",5,"terrestrial","direct","1","Ohio",38.8,-83.4,"larvae","uncertain",15,20,"population","CTmax",26,35.9,"CI",0.8,0.4,10,10,28.8,-3.725,12.575,32.525,"upper",1.98
"432","Manis_and_Claussen_1986","Rana_sylvatica","Chordata","frog",5,"terrestrial","direct","1","NY-R",42.51666667,-74.11666667,"larvae","uncertain",15,20,"population","CTmax",26.1,33.8,"CI",0.8,0.8,10,10,25.05,-9.375,7.875,34.425,"upper",1.54
"433","Manis_and_Claussen_1986","Rana_sylvatica","Chordata","frog",5,"terrestrial","direct","1","Michigan",42.75,-83.21666667,"larvae","uncertain",15,20,"population","CTmax",27.1,33.9,"CI",0.8,0.4,10,10,26.5,-8.1,8.8,34.6,"upper",1.36
"434","McCann_2018","Rhinella_marina","Chordata","cane_toad",4,"terrestrial","uncertain","<1","HU",19.696853,-155.081501,"adult","uncertain",12,24,"population","CTmin",10.09931034,10.66896552,"std_err",0.637241379,0.675862069,20,20,27.5666666666667,20.1666666666667,23.8666666666667,7.40000000000001,"lower",0.047471265
"435","McCann_2018","Rhinella_marina","Chordata","cane_toad",4,"terrestrial","uncertain","<1","TV",19.549037,-155.136774,"adult","uncertain",12,24,"population","CTmin",9.575842697,11.98455056,"std_err",0.639044944,0.668539326,22,22,24.9,17.125,20.925,7.775,"lower",0.20072565525
"436","McCann_2018","Rhinella_marina","Chordata","cane_toad",4,"terrestrial","uncertain","<1","ML",19.941369,-155.859498,"adult","uncertain",12,24,"population","CTmin",12.36986301,10.1260274,"std_err",0.268493151,0.652054795,20,20,28.475,20.625,24.525,7.85,"lower",-0.186986300833333
"437","McCann_2018","Rhinella_marina","Chordata","cane_toad",4,"terrestrial","uncertain","<1","BI",19.819891,-155.836336,"adult","uncertain",12,24,"population","CTmin",9.14516129,8.561827957,"std_err",0.809139785,0.442204301,20,20,24.9,16.6333333333333,20.6333333333333,8.26666666666667,"lower",-0.0486111110833334
"438","Park_et_al_2018","Arabidopsis_thaliana","Tracheophyta ","rockcress",2,"terrestrial","uncertain","1","IT",42.117,12.48,"adult","uncertain",4,22,"population","LD50_low",-9.6,-4.6,"std_err",NA,NA,1,1,29.6833333333333,3.43333333333333,15.2833333333333,26.25,"lower",0.277777777777778
"439","Park_et_al_2018","Arabidopsis_thaliana","Tracheophyta ","rockcress",2,"terrestrial","uncertain","1","SW",62.8,18.2,"adult","uncertain",4,22,"population","LD50_low",-12.4,-5.1,"std_err",NA,NA,1,1,18.75,-7.5625,4.625,26.3125,"lower",0.405555555555556
"440","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","SRQ",27.179937,-114.397685,"adult","female",20,25,"population","LD50_high",37.638,38.46,"std_err",0.463,0.11295,1,1,28,13.7333333333333,20.1666666666667,14.2666666666667,"upper",0.164400000000001
"441","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","BUF",31.723725,-116.721815,"adult","female",20,25,"population","LD50_high",36.663,37.21,"std_err",0.418,0.072612,1,1,28.7,10.78,18.78,17.92,"upper",0.109400000000001
"442","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","SD",32.744828,-117.255264,"adult","female",20,25,"population","LD50_high",36.415,37.437,"std_err",0.358,0.10056,1,1,28.3333333333333,10.2,18.3666666666667,18.1333333333333,"upper",0.2044
"443","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","BR",32.814202,-117.273379,"adult","female",20,25,"population","LD50_high",36.75,38.03,"std_err",0.447,0.13523,1,1,28.5,10.175,18.45,18.325,"upper",0.256
"444","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","AB",33.736857,-118.373817,"adult","female",20,25,"population","LD50_high",35.727,36.963,"std_err",0.348,0.082266,1,1,29.65,9.5,18.8,20.15,"upper",0.247200000000001
"445","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","SCN",36.949433,-122.046358,"adult","female",20,25,"population","LD50_high",34.696,35.764,"std_err",0.396,0.089002,1,1,22.14,7.8,14.48,14.34,"upper",0.213600000000001
"446","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","PES",37.259631,-122.414116,"adult","female",20,25,"population","LD50_high",35.043,36.384,"std_err",0.413,0.12266,1,1,20.475,8.4,14.075,12.075,"upper",0.2682
"447","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","BDM",42.197075,-124.374844,"adult","female",20,25,"population","LD50_high",35.066,35.723,"std_err",0.537,0.14739,1,1,20.9,6.825,12.725,14.075,"upper",0.131399999999999
"448","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","HEC",44.115493,-124.124432,"adult","female",20,25,"population","LD50_high",34.622,35.018,"std_err",0.266,0.086734,1,1,20.3,5.775,12,14.525,"upper",0.0792000000000002
"449","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","PAC",48.829826,-125.151682,"adult","female",20,25,"population","LD50_high",34.276,35.51,"std_err",0.463,0.13007,1,1,18.5,5.1,10.74,13.4,"upper",0.246799999999999
"450","Pereira_et_al_2017","Tigriopus_californicus","Arthropoda","copepod",11,"intertidal","planktonic","2+","RC",50.579756,-128.237292,"adult","female",20,25,"population","LD50_high",33.813,34.425,"std_err",0.382,0.11256,1,1,15.6,5.3,9.8,10.3,"upper",0.122399999999999
"451","Philips_et_al_2015","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","6805A",-19.3629,146.4769,"adult","uncertain",30,35,"individual","CTmax",39.3142857,40.31428571,"std_dev",0.88043446,0.350491021345706,14,14,31.375,13.525,23.3,17.85,"upper",0.200000002
"452","Philips_et_al_2015","Lampropholis_coggeri","Chordata","lizard",13,"terrestrial","direct","<1","5220D",-19.2093,146.4113,"adult","uncertain",30,35,"individual","CTmax",41.5692308,41.75,"std_dev",0.38812501,0.360254000694675,13,13,28.675,11.75,20.975,16.925,"upper",0.0361538400000001
